LECROYLT364L,73
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,14-Jun-2002 13:29:11,0
Time,Ampl
-0.011003,-0.0025
-0.010993,-0.0025
-0.010983,-0.0025
-0.010973,-0.0025
-0.010963,-0.0025
-0.010953,-0.0025
-0.010943,-0.00875
-0.010933,-0.00875
-0.010923,0.00375
-0.010913,-0.00875
-0.010903,-0.0025
-0.010893,-0.0025
-0.010883,-0.00875
-0.010873,-0.00875
-0.010863,-0.00875
-0.010853,-0.00875
-0.010843,-0.0025
-0.010833,-0.00875
-0.010823,-0.0025
-0.010813,-0.00875
-0.010803,-0.0025
-0.010793,-0.0025
-0.010783,-0.0025
-0.010773,-0.0025
-0.010763,-0.00875
-0.010753,-0.00875
-0.010743,-0.0025
-0.010733,-0.0025
-0.010723,-0.0025
-0.010713,-0.0025
-0.010703,-0.0025
-0.010693,-0.0025
-0.010683,-0.0025
-0.010673,-0.00875
-0.010663,-0.0025
-0.010653,-0.0025
-0.010643,-0.0025
-0.010633,-0.0025
-0.010623,-0.0025
-0.010613,-0.0025
-0.010603,-0.0025
-0.010593,-0.0025
-0.010583,0.00375
-0.010573,0.00375
-0.010563,-0.0025
-0.010553,0.00375
-0.010543,-0.0025
-0.010533,-0.0025
-0.010523,-0.0025
-0.010513,-0.0025
-0.010503,-0.0025
-0.010493,-0.00875
-0.010483,-0.0025
-0.010473,-0.0025
-0.010463,-0.0025
-0.010453,-0.00875
-0.010443,-0.00875
-0.010433,-0.00875
-0.010423,-0.0025
-0.010413,-0.0025
-0.010403,-0.0025
-0.010393,-0.0025
-0.010383,-0.0025
-0.010373,-0.0025
-0.010363,-0.0025
-0.010353,-0.0025
-0.010343,-0.0025
-0.010333,-0.00875
-0.010323,-0.0025
-0.010313,-0.0025
-0.010303,-0.0025
-0.010293,-0.0025
-0.010283,-0.0025
-0.010273,-0.00875
-0.010263,-0.00875
-0.010253,-0.0025
-0.010243,-0.00875
-0.010233,-0.00875
-0.010223,-0.0025
-0.010213,-0.0025
-0.010203,-0.0025
-0.010193,-0.00875
-0.010183,-0.0025
-0.010173,-0.00875
-0.010163,-0.0025
-0.010153,-0.00875
-0.010143,-0.0025
-0.010133,-0.0025
